title,category,total_seasons,total_episodes,info_links,image_url
ALL YOU NEED IS KILL 殺無盡,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5759""}]","https://d28s5ztqvkii64.cloudfront.net/images/anime/5759/NPLnXCSUW7.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/5759/zmxi3LeJno.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/5759/aKQRsMC3hY.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/5759/GerruApREB.webp"
IDOLiSH7 偶像星願 First BEAT！ 劇場總集篇 後篇,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5833""}]","https://d28s5ztqvkii64.cloudfront.net/images/anime/5833/QU7tNWsGQa.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/5833/KKdv7RBBgp.webp"
劇場版總集篇 少女樂團 吶喊吧【前篇】青春狂走曲,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5453""}]","https://d28s5ztqvkii64.cloudfront.net/images/anime/5453/hVl37ck6rk.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/5453/ZnWSnvmJt6.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/5453/NTMVboZUc7.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/5453/86UG1jt9j0.webp"
無名的人生,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6397""}]",https://d28s5ztqvkii64.cloudfront.net/images/anime/6397/RgdA4EvxyJ.webp
ghost／夜之盡頭,2027年日版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5899""}]","https://d28s5ztqvkii64.cloudfront.net/images/anime/5899/DLoAXH9iCB_2x.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/5899/tYnfhlKMKe.webp"
機動警察 EZY FILE 3,2027年日版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6531""}]",https://d28s5ztqvkii64.cloudfront.net/images/anime/6531/4CwRLXB7Id_2x.webp
哆啦A夢：大雄的蒸氣時間車,2027年日版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6508""}]",https://d28s5ztqvkii64.cloudfront.net/images/anime/6508/dcLOyoH1T5_2x.webp
偶像學園Stars！～星々のProgress～,2027年日版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6476""}]",https://d28s5ztqvkii64.cloudfront.net/images/anime/6476/wHE14MMlUq_2x.webp
海波追尋的終幕,2027年日版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6401""}]",https://d28s5ztqvkii64.cloudfront.net/images/anime/6401/1mSeNDWWDB_2x.webp
金牌得主 劇場版,2027年日版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6221""}]","https://d28s5ztqvkii64.cloudfront.net/images/anime/6221/Q4VcSvYquN_2x.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/6221/nuM935v5h4.webp"
劇場版 排球少年！！ VS 小さな巨人,2027年日版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5733""}]",https://d28s5ztqvkii64.cloudfront.net/images/anime/5733/LYqamH0kam.webp
我想成為影之強者！殘響篇,2027年日版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/4924""}]","https://d28s5ztqvkii64.cloudfront.net/images/anime/4924/Bajdlq1ckD_2x.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/4924/2gb8uQRmnW.webp"
