title,category,total_seasons,total_episodes,info_links
《教教我吧 北齋！》的主視覺圖,2021年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/4687""}]"
《暴走哈姆醬》的主視覺圖,2021年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/4824""}]"
《青梅竹馬絕對不會輸的戀愛喜劇》的主視覺圖,2021年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/730""}]"
《不要欺負我，長瀞同學》的主視覺圖,2021年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/764""}]"
《燒窯的話也要馬克杯》的主視覺圖,2021年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/717""}]"
《刮掉鬍子的我與撿到的女高中生》的主視覺圖,2021年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/732""}]"
《真白之音》的主視覺圖,2021年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/755""}]"
《美少年偵探團》的主視覺圖,2021年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/789""}]"
《龍先生、想要買個家。》的主視覺圖,2021年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/863""}]"
《美麗新世界 The Animation》的主視覺圖,2021年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/900""}]"
《東京復仇者》的主視覺圖,2021年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/948""}]"
《灼熱卡巴迪》的主視覺圖,2021年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/944""}]"
《iii Icecrin 冰冰冰 冰淇淋君》的主視覺圖,2021年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/947""}]"
《SHADOWS HOUSE 影宅》的主視覺圖,2021年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/984""}]"
《異世界魔王與召喚少女的奴隸魔術Ω》的主視覺圖,2021年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/983""}]"
《86─不存在的戰區─》的主視覺圖,2021年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/986""}]"
《聖女魔力無所不能》的主視覺圖,2021年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/993""}]"
《如果究極進化的完全沉浸 RPG 比現實還更像垃圾遊戲的話》的主視覺圖,2021年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/995""}]"
《後空翻少年!!》的主視覺圖,2021年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/832""}]"
《我的英雄學院 第五季》的主視覺圖,2021年4月新番,5,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/672""}]"
《セスタス -The Roman Fighter-》的主視覺圖,2021年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/754""}]"
《哥吉拉 奇異點》的主視覺圖,2021年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/928""}]"
《再見了，我的克拉默》的主視覺圖,2021年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/991""}]"
《大運動會 ReSTART!》的主視覺圖,2021年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/943""}]"
《Thunderbolt Fantasy 東離劍遊紀 第三季》的主視覺圖,2021年4月新番,3,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1024""}]"
《戰鬥員派遣中！》的主視覺圖,2021年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1034""}]"
《通靈王 (2021)》的主視覺圖,2021年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1047""}]"
《持續狩獵史萊姆三百年，不知不覺就練到LV MAX》的主視覺圖,2021年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1070""}]"
《Fairy 蘭丸 ～讓我來幫助你的心～》的主視覺圖,2021年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1087""}]"
《奇巧計程車》的主視覺圖,2021年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1102""}]"
《佐賀偶像是傳奇 捲土重來》的主視覺圖,2021年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1048""}]"
《入間同學入魔了！第二季》的主視覺圖,2021年4月新番,2,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1068""}]"
《EDENS ZERO 伊甸星原》的主視覺圖,2021年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1071""}]"
《SSSS.DYNAZENON》的主視覺圖,2021年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1043""}]"
《關於我轉生變成史萊姆這檔事 轉生史萊姆日記》的主視覺圖,2021年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1069""}]"
《更多！認真地不認真的怪傑佐羅力 第二季》的主視覺圖,2021年4月新番,2,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1086""}]"
《Vivy -Fluorite Eye's Song-》的主視覺圖,2021年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1103""}]"
《如果這叫愛情感覺會很噁心》的主視覺圖,2021年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1044""}]"
《給不滅的你》的主視覺圖,2021年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1067""}]"
《憂國的莫里亞蒂 後半部》的主視覺圖,2021年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1072""}]"
《MARS RED》的主視覺圖,2021年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1076""}]"
《新幹線變形機器人 Z》的主視覺圖,2021年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1195""}]"
《卡片戰鬥!! 先導者 overDress》的主視覺圖,2021年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1196""}]"
《本田小狼與我》的主視覺圖,2021年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1104""}]"
《魔法水果籃 第三季： The Final》的主視覺圖,2021年4月新番,3,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1179""}]"
《NOMAD MEGALO BOX 2 機甲拳擊 2》的主視覺圖,2021年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1183""}]"
《結城友奈是勇者 ちゅるっと！》的主視覺圖,2021年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1184""}]"
《擾亂 THE PRINCESS OF SNOW AND BLOOD》的主視覺圖,2021年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1304""}]"
《BLUE REFLECTION : 澪》的主視覺圖,2021年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1270""}]"
《七騎士：革命 -英雄的繼承者-》的主視覺圖,2021年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1229""}]"
《變身成黑辣妹之後就和死黨上床了。》的主視覺圖,2021年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1361""}]"
《ダイナ荘びより》的主視覺圖,2021年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1352""}]"
《赤ちゃん本部長》的主視覺圖,2021年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1358""}]"
《壽司大相撲》的主視覺圖,2021年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1456""}]"
《歌うサッカーパンダ ミファンダ》的主視覺圖,2021年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1604""}]"
《宇宙なんちゃら こてつくん》的主視覺圖,2021年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1602""}]"
《マジカパーティ》的主視覺圖,2021年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1603""}]"
《奇蛋物語 特別篇》的主視覺圖,2021年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2193""}]"
《プリティーオールフレンズセレクション》的主視覺圖,2021年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2869""}]"
《未來宅急便》的主視覺圖,2021年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2905""}]"
《萌可魯玩偶貓 第二季》的主視覺圖,2021年4月新番,2,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2995""}]"
《Gloomy The Naughty Grizzly》的主視覺圖,2021年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3646""}]"
《惡靈古堡：無盡闇黑》的主視覺圖,2021年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2001""}]"
《IDOL LAND 星光樂園》的主視覺圖,2021年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1880""}]"
《叫我，對大哥 ONA》的主視覺圖,2021年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2239""}]"
《突擊莉莉 Fruits》的主視覺圖,2021年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2219""}]"
《Obey Me!》的主視覺圖,2021年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2640""}]"
《加油吧，同期醬》的主視覺圖,2021年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2686""}]"
《星期一的豐滿 第二季》的主視覺圖,2021年7月新番,2,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2856""}]"
《平家物語》的主視覺圖,2021年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2778""}]"
《寶可夢：Evolutions》的主視覺圖,2021年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/4829""}]"
《娑婆氣》的主視覺圖,2021年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5592""}]"
《星際大戰：視界》的主視覺圖,2021年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6109""}]"
《蓋特機器人ARC》的主視覺圖,2021年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/740""}]"
《女朋友 and 女朋友》的主視覺圖,2021年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/867""}]"
《平穩世代的韋駄天們》的主視覺圖,2021年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/765""}]"
《急戰5秒殊死鬥》的主視覺圖,2021年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/798""}]"
《Love Live！Superstar!!》的主視覺圖,2021年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/945""}]"
《暗夜第六感 2041》的主視覺圖,2021年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/752""}]"
《現實主義勇者的王國重建記》的主視覺圖,2021年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/835""}]"
《開掛藥師的異世界悠閒生活》的主視覺圖,2021年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1041""}]"
《魔法科高中的優等生》的主視覺圖,2021年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1049""}]"
《精靈幻想記》的主視覺圖,2021年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1065""}]"
《小林家的龍女僕S》的主視覺圖,2021年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1108""}]"
《轉生成女性向遊戲只有毀滅 END 的壞人大小姐 X》的主視覺圖,2021年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1152""}]"
《暗黑企業的迷宮》的主視覺圖,2021年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1204""}]"
《陰晴不定的體操哥哥》的主視覺圖,2021年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1246""}]"
《桃子男孩渡海而來》的主視覺圖,2021年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1317""}]"
《我們的重製人生》的主視覺圖,2021年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1322""}]"
《死神少爺與黑女僕》的主視覺圖,2021年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1245""}]"
《歌劇少女！！》的主視覺圖,2021年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1354""}]"
《偵探已經，死了。》的主視覺圖,2021年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1360""}]"
《RE-MAIN》的主視覺圖,2021年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1359""}]"
《我立於百萬生命之上 第二季》的主視覺圖,2021年7月新番,2,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1365""}]"
《D_CIDE TRAUMEREI THE ANIMATION》的主視覺圖,2021年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1478""}]"
《魔法紀錄 魔法少女小圓外傳 第二季：覺醒前夜》的主視覺圖,2021年7月新番,2,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1461""}]"
《暮蟬悲鳴時卒》的主視覺圖,2021年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1474""}]"
《緋紅結繫》的主視覺圖,2021年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1476""}]"
《瓦尼塔斯的手札》的主視覺圖,2021年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1527""}]"
《IDOLiSH7 偶像星願 Third BEAT!》的主視覺圖,2021年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1481""}]"
《TSUKIPRO THE ANIMATION 2》的主視覺圖,2021年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1534""}]"
《女神宿舍的管理員。》的主視覺圖,2021年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1535""}]"
《賈希大人不氣餒！》的主視覺圖,2021年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1752""}]"
《漂流少年》的主視覺圖,2021年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1901""}]"
《叫我，對大哥》的主視覺圖,2021年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1999""}]"
《月光下的異世界之旅》的主視覺圖,2021年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1813""}]"
《闇芝居 第九季》的主視覺圖,2021年7月新番,9,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2000""}]"
《白沙的Aquatope》的主視覺圖,2021年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1601""}]"
《關於我轉生變成史萊姆這檔事 第二季 第二季度》的主視覺圖,2021年7月新番,2,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1605""}]"
《海賊王女》的主視覺圖,2021年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2061""}]"
《八月的棒球甜心 「還在繼續的故事」》的主視覺圖,2021年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2886""}]"
《JOJO的奇妙冒險 第五季：石之海》的主視覺圖,2021年10月新番,5,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1583""}]"
《範馬刃牙》的主視覺圖,2021年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2294""}]"
《鋼彈創壞者 對戰風雲錄》的主視覺圖,2021年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2709""}]"
《極道主夫 Part 2》的主視覺圖,2021年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2804""}]"
《光靈：武士之魂》的主視覺圖,2021年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2873""}]"
《バトルスピリッツミラージュ》的主視覺圖,2021年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2875""}]"
《超級小偷》的主視覺圖,2021年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3020""}]"
《衝吧烈子 第四季》的主視覺圖,2021年10月新番,4,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3062""}]"
《薄櫻鬼 OVA 2021》的主視覺圖,2021年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3094""}]"
《艾梅洛閣下 II 世事件簿 -魔眼蒐集列車 Grace note- 特別篇》的主視覺圖,2021年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2830""}]"
《紫羅蘭永恆花園：回憶》的主視覺圖,2021年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/4023""}]"
《國王排名》的主視覺圖,2021年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/753""}]"
《Muv-Luv Alternative》的主視覺圖,2021年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/812""}]"
《因為不是真正的夥伴而被逐出勇者隊伍，流落到邊境展開慢活人生》的主視覺圖,2021年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/866""}]"
《Platinum End 白金終局》的主視覺圖,2021年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/980""}]"
《終末的後宮》的主視覺圖,2021年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/929""}]"
《SAKUGAN》的主視覺圖,2021年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/994""}]"
《SELECTION PROJECT》的主視覺圖,2021年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/930""}]"
《橘色榮耀！PRIDE OF ORANGE》的主視覺圖,2021年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/937""}]"
《前輩有夠煩》的主視覺圖,2021年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1233""}]"
《世界頂尖的暗殺者轉生為異世界貴族》的主視覺圖,2021年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1305""}]"
《月與萊卡與吸血公主》的主視覺圖,2021年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1479""}]"
《境界戰機》的主視覺圖,2021年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1487""}]"
《境界觸發者 第三季》的主視覺圖,2021年10月新番,3,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1529""}]"
《陰陽眼見子》的主視覺圖,2021年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1480""}]"
《半妖的夜叉姬 貮之章》的主視覺圖,2021年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1488""}]"
《鬼滅之刃：遊郭篇》的主視覺圖,2021年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1490""}]"
《VISUAL PRISON 視覺監獄》的主視覺圖,2021年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1526""}]"
《大正處女御伽話》的主視覺圖,2021年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1528""}]"
《萬能戰士無比敵》的主視覺圖,2021年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1538""}]"
《吸血鬼馬上死》的主視覺圖,2021年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1532""}]"
《世界盡頭的聖騎士》的主視覺圖,2021年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1731""}]"
《BUILD DIVIDE -#000000-（CODE：BLACK）》的主視覺圖,2021年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1789""}]"
《結城友奈是勇者 -大滿開之章-》的主視覺圖,2021年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1812""}]"
《藍色時期》的主視覺圖,2021年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1814""}]"
《無職轉生～到了異世界就拿出真本事～ 後半部》的主視覺圖,2021年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1606""}]"
《特斯拉筆記》的主視覺圖,2021年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1703""}]"
《鍵等》的主視覺圖,2021年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1953""}]"
《異世界食堂2》的主視覺圖,2021年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1788""}]"
《古見同學是溝通魯蛇》的主視覺圖,2021年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1956""}]"
《四季櫻》的主視覺圖,2021年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2059""}]"
《180秒能讓你的耳朵感到幸福嗎？》的主視覺圖,2021年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2060""}]"
《86─不存在的戰區─ 第二季度》的主視覺圖,2021年10月新番,2,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2117""}]"
《宿命迴響：命運節拍》的主視覺圖,2021年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2146""}]"
《三角窗外是黑夜》的主視覺圖,2021年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2192""}]"
《燒窯的話也要馬克杯  第二季》的主視覺圖,2021年10月新番,2,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2269""}]"
《逆轉世界的電池少女》的主視覺圖,2021年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2246""}]"
《魯邦三世 第六季》的主視覺圖,2021年10月新番,6,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2315""}]"
《進化果實～不知不覺踏上勝利的人生～》的主視覺圖,2021年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2371""}]"
《狂熱深淵 迷失的孩子》的主視覺圖,2021年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2585""}]"
《BanG Dream！迷你少女樂團派對★PICO 第三季：FEVER！》的主視覺圖,2021年10月新番,3,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2647""}]"
《百萬噸級武藏》的主視覺圖,2021年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2649""}]"
《獻身給魔王伊伏洛基亞吧！》的主視覺圖,2021年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2651""}]"
《女孩遇見男孩》的主視覺圖,2021年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2695""}]"
《キミとフィットボクシング》的主視覺圖,2021年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2870""}]"
《星光魔法》的主視覺圖,2021年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2868""}]"
《群馬寶寶》的主視覺圖,2021年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2872""}]"
《鬼滅之刃：無限列車篇》的主視覺圖,2021年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2885""}]"
《デジモンゴーストゲーム》的主視覺圖,2021年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2810""}]"
